title,technical_skills,tools,all_skills
Data Scientist,"['postgresql', 'python', 'sql']","['hadoop', 'azure', 'gcp']","['postgresql', 'python', 'sql', 'hadoop', 'azure', 'gcp']"
Software Engineer,"['cd', 'pytorch', 'ci', 'docker', 'tensorflow', 'kubernetes', 'python']","['airflow', 'kubernetes', 'mlflow', 'docker']","['cd', 'pytorch', 'ci', 'docker', 'tensorflow', 'kubernetes', 'python', 'airflow', 'kubernetes', 'mlflow', 'docker']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'databricks', 'gcp', 'azure', 'aws']","['machine learning', 'python', 'sql', 'jupyter', 'databricks', 'gcp', 'azure', 'aws']"
Data Scientist,"['numpy', 'feature engineering', 'sql', 'time series']","['spark', 'jupyter', 'hadoop', 'azure']","['numpy', 'feature engineering', 'sql', 'time series', 'spark', 'jupyter', 'hadoop', 'azure']"
Data Analyst,"['apache spark', 'python', 'sql']","['hadoop', 'git', 'aws']","['apache spark', 'python', 'sql', 'hadoop', 'git', 'aws']"
Data Analyst,"['azure', 'sql']","['azure', 'tableau']","['azure', 'sql', 'azure', 'tableau']"
Data Analyst,"['azure', 'sql']","['azure', 'tableau']","['azure', 'sql', 'azure', 'tableau']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'databricks', 'hadoop', 'azure', 'aws']","['machine learning', 'python', 'sql', 'jupyter', 'databricks', 'hadoop', 'azure', 'aws']"
Data Scientist,"['pandas', 'deep learning', 'time series', 'python', 'statistics']","['jupyter', 'hadoop', 'databricks']","['pandas', 'deep learning', 'time series', 'python', 'statistics', 'jupyter', 'hadoop', 'databricks']"
Data Analyst,"['power bi', 'sql', 'pandas', 'tableau']","['excel', 'power bi', 'google analytics', 'tableau']","['power bi', 'sql', 'pandas', 'tableau', 'excel', 'power bi', 'google analytics', 'tableau']"
Data Scientist,"['scikit-learn', 'pandas', 'statistics', 'model evaluation']","['jupyter', 'hadoop', 'gcp', 'azure', 'aws']","['scikit-learn', 'pandas', 'statistics', 'model evaluation', 'jupyter', 'hadoop', 'gcp', 'azure', 'aws']"
Data Scientist,"['numpy', 'deep learning', 'scikit-learn']","['spark', 'databricks', 'aws']","['numpy', 'deep learning', 'scikit-learn', 'spark', 'databricks', 'aws']"
Data Analyst,"['tableau', 'excel', 'pandas', 'reporting', 'data cleaning', 'python']","['google analytics', 'tableau', 'excel', 'sql server', 'power bi']","['tableau', 'excel', 'pandas', 'reporting', 'data cleaning', 'python', 'google analytics', 'tableau', 'excel', 'sql server', 'power bi']"
Data Analyst,"['data visualization', 'tableau', 'excel', 'pandas', 'power bi', 'python']","['excel', 'google analytics', 'sql server']","['data visualization', 'tableau', 'excel', 'pandas', 'power bi', 'python', 'excel', 'google analytics', 'sql server']"
Data Scientist,"['sql', 'pytorch', 'pandas', 'statistics']","['jupyter', 'databricks', 'azure', 'aws']","['sql', 'pytorch', 'pandas', 'statistics', 'jupyter', 'databricks', 'azure', 'aws']"
Data Scientist,"['machine learning', 'python', 'azure']","['azure', 'aws']","['machine learning', 'python', 'azure', 'azure', 'aws']"
Data Scientist,"['numpy', 'feature engineering', 'sql', 'model evaluation']","['hadoop', 'aws', 'gcp']","['numpy', 'feature engineering', 'sql', 'model evaluation', 'hadoop', 'aws', 'gcp']"
Data Scientist,"['numpy', 'nlp', 'tensorflow', 'statistics']","['spark', 'hadoop', 'azure']","['numpy', 'nlp', 'tensorflow', 'statistics', 'spark', 'hadoop', 'azure']"
Data Scientist,"['machine learning', 'python', 'pandas', 'sql']","['jupyter', 'databricks', 'hadoop', 'gcp', 'azure']","['machine learning', 'python', 'pandas', 'sql', 'jupyter', 'databricks', 'hadoop', 'gcp', 'azure']"
Data Scientist,"['deep learning', 'scikit-learn', 'pandas']","['spark', 'jupyter', 'hadoop', 'gcp']","['deep learning', 'scikit-learn', 'pandas', 'spark', 'jupyter', 'hadoop', 'gcp']"
Data Scientist,"['machine learning', 'python', 'apache spark', 'sql']","['aws', 'tableau']","['machine learning', 'python', 'apache spark', 'sql', 'aws', 'tableau']"
Data Analyst,"['python', 'sql']","['google analytics', 'tableau', 'excel', 'sql server', 'power bi']","['python', 'sql', 'google analytics', 'tableau', 'excel', 'sql server', 'power bi']"
Data Analyst,"['tableau', 'excel', 'pandas', 'sql', 'reporting', 'power bi']","['power bi', 'google analytics', 'tableau']","['tableau', 'excel', 'pandas', 'sql', 'reporting', 'power bi', 'power bi', 'google analytics', 'tableau']"
Data Scientist,"['machine learning', 'pandas', 'tensorflow', 'azure', 'python']","['hadoop', 'azure']","['machine learning', 'pandas', 'tensorflow', 'azure', 'python', 'hadoop', 'azure']"
Data Scientist,"['pytorch', 'scikit-learn', 'deep learning', 'time series', 'numpy', 'model evaluation']","['jupyter', 'hadoop', 'gcp', 'azure']","['pytorch', 'scikit-learn', 'deep learning', 'time series', 'numpy', 'model evaluation', 'jupyter', 'hadoop', 'gcp', 'azure']"
Data Analyst,"['python', 'sql', 'azure']","['google analytics', 'tableau', 'excel', 'sql server', 'power bi']","['python', 'sql', 'azure', 'google analytics', 'tableau', 'excel', 'sql server', 'power bi']"
Data Scientist,"['machine learning', 'python', 'sql']","['hadoop', 'azure', 'gcp']","['machine learning', 'python', 'sql', 'hadoop', 'azure', 'gcp']"
Data Scientist,"['machine learning', 'python', 'pyspark']","['spark', 'jupyter', 'databricks', 'hadoop', 'aws']","['machine learning', 'python', 'pyspark', 'spark', 'jupyter', 'databricks', 'hadoop', 'aws']"
Data Scientist,"['machine learning', 'pandas', 'pyspark', 'sql', 'numpy', 'python']","['git', 'aws']","['machine learning', 'pandas', 'pyspark', 'sql', 'numpy', 'python', 'git', 'aws']"
Data Scientist,"['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'python']","['spark', 'hadoop', 'azure', 'databricks']","['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'python', 'spark', 'hadoop', 'azure', 'databricks']"
Data Scientist,"['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'gcp', 'tableau']","['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'gcp', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['data visualization', 'tableau', 'excel', 'pandas', 'sql', 'reporting']","['power bi', 'google analytics', 'tableau']","['data visualization', 'tableau', 'excel', 'pandas', 'sql', 'reporting', 'power bi', 'google analytics', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['data visualization', 'tableau', 'pandas', 'data cleaning', 'power bi']","['excel', 'power bi', 'sql server', 'tableau']","['data visualization', 'tableau', 'pandas', 'data cleaning', 'power bi', 'excel', 'power bi', 'sql server', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['data visualization', 'tableau', 'excel', 'sql', 'power bi', 'statistics']","['excel', 'power bi', 'google analytics', 'tableau']","['data visualization', 'tableau', 'excel', 'sql', 'power bi', 'statistics', 'excel', 'power bi', 'google analytics', 'tableau']"
Data Analyst,"['tableau', 'excel', 'pandas', 'sql', 'data cleaning']","['power bi', 'google analytics', 'tableau']","['tableau', 'excel', 'pandas', 'sql', 'data cleaning', 'power bi', 'google analytics', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'gcp', 'tableau']","['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'gcp', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['excel', 'statistics', 'sql', 'reporting']","['excel', 'power bi', 'sql server']","['excel', 'statistics', 'sql', 'reporting', 'excel', 'power bi', 'sql server']"
Data Scientist,"['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'gcp', 'tableau']","['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'gcp', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['data visualization', 'excel', 'pandas', 'reporting', 'power bi', 'statistics']","['excel', 'sql server', 'tableau']","['data visualization', 'excel', 'pandas', 'reporting', 'power bi', 'statistics', 'excel', 'sql server', 'tableau']"
Software Engineer,"['machine learning', 'pytorch', 'mysql', 'docker', 'deep learning', 'tensorflow', 'python']","['airflow', 'kubernetes', 'aws']","['machine learning', 'pytorch', 'mysql', 'docker', 'deep learning', 'tensorflow', 'python', 'airflow', 'kubernetes', 'aws']"
Data Analyst,"['data visualization', 'python', 'sql', 'tableau']","['excel', 'google analytics', 'sql server', 'tableau']","['data visualization', 'python', 'sql', 'tableau', 'excel', 'google analytics', 'sql server', 'tableau']"
Data Scientist,"['machine learning', 'data visualization', 'deep learning', 'time series', 'statistics']","['gcp', 'aws']","['machine learning', 'data visualization', 'deep learning', 'time series', 'statistics', 'gcp', 'aws']"
Data Scientist,"['machine learning', 'python', 'sql']","['hadoop', 'aws', 'tableau']","['machine learning', 'python', 'sql', 'hadoop', 'aws', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'python']","['numpy', 'pandas', 'tensorflow']","['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'python', 'numpy', 'pandas', 'tensorflow']"
Data Analyst,"['pyspark', 'airflow', 'azure', 'sql']","['airflow', 'azure', 'hadoop']","['pyspark', 'airflow', 'azure', 'sql', 'airflow', 'azure', 'hadoop']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['tableau', 'excel', 'sql', 'power bi', 'python']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Scientist,"['machine learning', 'pytorch', 'docker', 'sql', 'tensorflow', 'azure', 'python']","['docker', 'gcp', 'git', 'azure', 'aws']","['machine learning', 'pytorch', 'docker', 'sql', 'tensorflow', 'azure', 'python', 'docker', 'gcp', 'git', 'azure', 'aws']"
Data Scientist,"['data visualization', 'nlp', 'deep learning', 'time series', 'feature engineering', 'statistics']","['gcp', 'aws']","['data visualization', 'nlp', 'deep learning', 'time series', 'feature engineering', 'statistics', 'gcp', 'aws']"
Data Scientist,"['machine learning', 'python', 'sql']","['hadoop', 'aws', 'tableau']","['machine learning', 'python', 'sql', 'hadoop', 'aws', 'tableau']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['tableau', 'excel', 'sql', 'power bi', 'python']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'pytorch', 'scikit-learn', 'pandas', 'numpy']","['machine learning', 'python', 'sql', 'jupyter', 'pytorch', 'scikit-learn', 'pandas', 'numpy']"
Software Engineer,"['machine learning', 'nosql', 'python', 'sql']",['aws'],"['machine learning', 'nosql', 'python', 'sql', 'aws']"
Data Scientist,"['python', 'sql', 'azure']","['hadoop', 'azure', 'aws', 'tableau']","['python', 'sql', 'azure', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['tableau', 'excel', 'sql', 'power bi', 'python']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Scientist,"['machine learning', 'nosql', 'python', 'sql']","['hadoop', 'tableau']","['machine learning', 'nosql', 'python', 'sql', 'hadoop', 'tableau']"
Data Scientist,"['machine learning', 'deep learning', 'time series', 'statistics', 'model evaluation']","['hadoop', 'tableau']","['machine learning', 'deep learning', 'time series', 'statistics', 'model evaluation', 'hadoop', 'tableau']"
Data Scientist,"['machine learning', 'data visualization', 'deep learning', 'time series', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'pandas', 'tensorflow']","['machine learning', 'data visualization', 'deep learning', 'time series', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'tensorflow']"
Data Scientist,"['nosql', 'python', 'sql', 'docker']","['git', 'docker']","['nosql', 'python', 'sql', 'docker', 'git', 'docker']"
Data Scientist,"['machine learning', 'nosql', 'python', 'sql']","['hadoop', 'tableau']","['machine learning', 'nosql', 'python', 'sql', 'hadoop', 'tableau']"
Data Scientist,"['deep learning', 'data visualization', 'nlp', 'model evaluation']","['hadoop', 'tableau']","['deep learning', 'data visualization', 'nlp', 'model evaluation', 'hadoop', 'tableau']"
Data Scientist,"['machine learning', 'data visualization', 'nlp', 'deep learning', 'time series', 'model evaluation']","['numpy', 'jupyter', 'python', 'pandas']","['machine learning', 'data visualization', 'nlp', 'deep learning', 'time series', 'model evaluation', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['nosql', 'python', 'sql', 'docker']","['git', 'docker']","['nosql', 'python', 'sql', 'docker', 'git', 'docker']"
Data Scientist,"['nosql', 'python', 'sql', 'docker']","['git', 'docker']","['nosql', 'python', 'sql', 'docker', 'git', 'docker']"
Data Scientist,"['machine learning', 'python', 'sql']","['gcp', 'aws']","['machine learning', 'python', 'sql', 'gcp', 'aws']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'scikit-learn', 'pandas', 'tensorflow', 'numpy']","['machine learning', 'python', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'tensorflow', 'numpy']"
Data Scientist,"['machine learning', 'python', 'sql']","['gcp', 'aws']","['machine learning', 'python', 'sql', 'gcp', 'aws']"
Data Scientist,"['machine learning', 'pytorch', 'pandas', 'deep learning', 'sql', 'tensorflow', 'azure', 'python']","['azure', 'aws']","['machine learning', 'pytorch', 'pandas', 'deep learning', 'sql', 'tensorflow', 'azure', 'python', 'azure', 'aws']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['hadoop', 'tableau']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'hadoop', 'tableau']"
Data Scientist,"['machine learning', 'data visualization', 'nlp', 'feature engineering', 'model evaluation']","['scikit-learn', 'pandas', 'tensorflow', 'numpy', 'python']","['machine learning', 'data visualization', 'nlp', 'feature engineering', 'model evaluation', 'scikit-learn', 'pandas', 'tensorflow', 'numpy', 'python']"
Data Scientist,"['deep learning', 'nlp', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'pytorch', 'python']","['deep learning', 'nlp', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pytorch', 'python']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['excel', 'power bi', 'python']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python']"
Data Scientist,"['machine learning', 'python', 'azure']","['gcp', 'azure', 'aws']","['machine learning', 'python', 'azure', 'gcp', 'azure', 'aws']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['excel', 'power bi', 'sql', 'python']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'python']"
Data Scientist,"['machine learning', 'nosql', 'mysql', 'deep learning', 'sql', 'azure', 'python']","['hadoop', 'gcp', 'azure', 'aws']","['machine learning', 'nosql', 'mysql', 'deep learning', 'sql', 'azure', 'python', 'hadoop', 'gcp', 'azure', 'aws']"
Data Scientist,"['machine learning', 'python', 'sql']","['pytorch', 'scikit-learn', 'pandas', 'numpy', 'python']","['machine learning', 'python', 'sql', 'pytorch', 'scikit-learn', 'pandas', 'numpy', 'python']"
